ID_Empleado,Periodo_Evaluacion,Score_Desempeno,Score_Potencial
EMP-0439,Periodo_2023,4,Medio
EMP-0439,Periodo_2024,5,Medio
EMP-0439,Periodo_2025,3,Medio
EMP-0440,Periodo_2023,3,Alto
EMP-0440,Periodo_2024,2,Bajo
EMP-0440,Periodo_2025,2,Medio
EMP-0441,Periodo_2023,2,Medio
EMP-0441,Periodo_2024,4,Medio
EMP-0441,Periodo_2025,3,Alto
EMP-0442,Periodo_2023,3,Medio
EMP-0442,Periodo_2024,3,Medio
EMP-0442,Periodo_2025,2,Medio
EMP-0443,Periodo_2023,5,Medio
EMP-0443,Periodo_2024,3,Medio
EMP-0443,Periodo_2025,5,Alto
EMP-0444,Periodo_2023,3,Medio
EMP-0444,Periodo_2024,4,Medio
EMP-0444,Periodo_2025,2,Medio
EMP-0445,Periodo_2023,3,Medio
EMP-0445,Periodo_2024,3,Bajo
EMP-0445,Periodo_2025,3,Medio
EMP-0446,Periodo_2023,2,Alto
EMP-0446,Periodo_2024,2,Bajo
EMP-0446,Periodo_2025,1,Medio
EMP-0447,Periodo_2023,3,Bajo
EMP-0447,Periodo_2024,3,Medio
EMP-0447,Periodo_2025,4,Medio
EMP-0448,Periodo_2023,5,Bajo
EMP-0448,Periodo_2024,1,Alto
EMP-0448,Periodo_2025,3,Medio
EMP-0449,Periodo_2023,2,Bajo
EMP-0449,Periodo_2024,2,Medio
EMP-0449,Periodo_2025,2,Medio
EMP-0450,Periodo_2023,3,Bajo
EMP-0450,Periodo_2024,2,Medio
EMP-0450,Periodo_2025,2,Bajo
EMP-0451,Periodo_2023,3,Medio
EMP-0451,Periodo_2024,4,Bajo
EMP-0451,Periodo_2025,4,Alto
EMP-0452,Periodo_2023,3,Bajo
EMP-0452,Periodo_2024,3,Medio
EMP-0452,Periodo_2025,5,Alto
EMP-0453,Periodo_2023,3,Medio
EMP-0453,Periodo_2024,4,Alto
EMP-0453,Periodo_2025,3,Medio
EMP-0454,Periodo_2023,3,Medio
EMP-0454,Periodo_2024,4,Alto
EMP-0454,Periodo_2025,5,Medio
EMP-0455,Periodo_2023,4,Medio
EMP-0455,Periodo_2024,3,Medio
EMP-0455,Periodo_2025,1,Medio
EMP-0456,Periodo_2023,2,Bajo
EMP-0456,Periodo_2024,4,Bajo
EMP-0456,Periodo_2025,2,Medio
EMP-0457,Periodo_2023,3,Medio
EMP-0457,Periodo_2024,2,Medio
EMP-0457,Periodo_2025,2,Medio
EMP-0458,Periodo_2023,4,Medio
EMP-0458,Periodo_2024,3,Medio
EMP-0458,Periodo_2025,2,Medio
EMP-0459,Periodo_2023,4,Medio
EMP-0459,Periodo_2024,1,Medio
EMP-0459,Periodo_2025,2,Medio
EMP-0460,Periodo_2023,5,Medio
EMP-0460,Periodo_2024,3,Medio
EMP-0460,Periodo_2025,3,Alto
EMP-0461,Periodo_2023,3,Bajo
EMP-0461,Periodo_2024,2,Medio
EMP-0461,Periodo_2025,3,Alto
EMP-0462,Periodo_2023,3,Medio
EMP-0462,Periodo_2024,3,Alto
EMP-0462,Periodo_2025,3,Medio
EMP-0463,Periodo_2023,2,Medio
EMP-0463,Periodo_2024,4,Medio
EMP-0463,Periodo_2025,3,Medio
EMP-0464,Periodo_2023,3,Bajo
EMP-0464,Periodo_2024,5,Medio
EMP-0464,Periodo_2025,4,Medio
EMP-0465,Periodo_2023,5,Medio
EMP-0465,Periodo_2024,3,Medio
EMP-0465,Periodo_2025,3,Medio
EMP-0466,Periodo_2023,5,Alto
EMP-0466,Periodo_2024,3,Medio
EMP-0466,Periodo_2025,2,Alto
EMP-0467,Periodo_2023,3,Medio
EMP-0467,Periodo_2024,5,Medio
EMP-0467,Periodo_2025,4,Medio
EMP-0468,Periodo_2023,4,Medio
EMP-0468,Periodo_2024,2,Alto
EMP-0468,Periodo_2025,2,Medio
EMP-0469,Periodo_2023,3,Bajo
EMP-0469,Periodo_2024,4,Medio
EMP-0469,Periodo_2025,4,Medio
EMP-0470,Periodo_2023,2,Medio
EMP-0470,Periodo_2024,2,Alto
EMP-0470,Periodo_2025,3,Medio
EMP-0471,Periodo_2023,3,Bajo
EMP-0471,Periodo_2024,3,Medio
EMP-0471,Periodo_2025,3,Bajo
EMP-0472,Periodo_2023,3,Medio
EMP-0472,Periodo_2024,1,Bajo
EMP-0472,Periodo_2025,3,Medio
EMP-0473,Periodo_2023,3,Bajo
EMP-0473,Periodo_2024,4,Medio
EMP-0473,Periodo_2025,3,Alto
EMP-0474,Periodo_2023,2,Medio
EMP-0474,Periodo_2024,4,Medio
EMP-0474,Periodo_2025,5,Alto
EMP-0475,Periodo_2023,2,Alto
EMP-0475,Periodo_2024,5,Medio
EMP-0475,Periodo_2025,5,Bajo
EMP-0476,Periodo_2023,3,Medio
EMP-0476,Periodo_2024,2,Medio
EMP-0476,Periodo_2025,3,Medio
EMP-0477,Periodo_2023,3,Medio
EMP-0477,Periodo_2024,2,Medio
EMP-0477,Periodo_2025,4,Medio
EMP-0478,Periodo_2023,3,Medio
EMP-0478,Periodo_2024,3,Medio
EMP-0478,Periodo_2025,5,Medio
EMP-0479,Periodo_2023,3,Medio
EMP-0479,Periodo_2024,3,Medio
EMP-0479,Periodo_2025,3,Medio
EMP-0480,Periodo_2023,3,Medio
EMP-0480,Periodo_2024,4,Medio
EMP-0480,Periodo_2025,5,Bajo
EMP-0481,Periodo_2023,3,Medio
EMP-0481,Periodo_2024,3,Medio
EMP-0481,Periodo_2025,1,Medio
EMP-0482,Periodo_2023,3,Medio
EMP-0482,Periodo_2024,3,Medio
EMP-0482,Periodo_2025,3,Medio
EMP-0483,Periodo_2023,2,Medio
EMP-0483,Periodo_2024,2,Medio
EMP-0483,Periodo_2025,4,Bajo
EMP-0484,Periodo_2023,2,Bajo
EMP-0484,Periodo_2024,4,Bajo
EMP-0484,Periodo_2025,5,Medio
EMP-0485,Periodo_2023,3,Bajo
EMP-0485,Periodo_2024,4,Medio
EMP-0485,Periodo_2025,3,Medio
EMP-0486,Periodo_2023,3,Medio
EMP-0486,Periodo_2024,3,Medio
EMP-0486,Periodo_2025,3,Medio
EMP-0487,Periodo_2023,3,Medio
EMP-0487,Periodo_2024,1,Medio
EMP-0487,Periodo_2025,3,Bajo
EMP-0488,Periodo_2023,5,Medio
EMP-0488,Periodo_2024,3,Alto
EMP-0488,Periodo_2025,2,Alto
EMP-0489,Periodo_2023,3,Medio
EMP-0489,Periodo_2024,3,Alto
EMP-0489,Periodo_2025,3,Medio
EMP-0490,Periodo_2023,3,Medio
EMP-0490,Periodo_2024,3,Bajo
EMP-0490,Periodo_2025,3,Medio
EMP-0491,Periodo_2023,4,Medio
EMP-0491,Periodo_2024,4,Bajo
EMP-0491,Periodo_2025,2,Medio
EMP-0492,Periodo_2023,3,Medio
EMP-0492,Periodo_2024,3,Medio
EMP-0492,Periodo_2025,3,Bajo
EMP-0493,Periodo_2023,3,Bajo
EMP-0493,Periodo_2024,4,Medio
EMP-0493,Periodo_2025,3,Medio
EMP-0494,Periodo_2023,3,Alto
EMP-0494,Periodo_2024,2,Bajo
EMP-0494,Periodo_2025,4,Bajo
EMP-0495,Periodo_2023,3,Medio
EMP-0495,Periodo_2024,3,Medio
EMP-0495,Periodo_2025,2,Alto
EMP-0496,Periodo_2023,3,Medio
EMP-0496,Periodo_2024,3,Bajo
EMP-0496,Periodo_2025,3,Alto
EMP-0497,Periodo_2023,3,Medio
EMP-0497,Periodo_2024,3,Alto
EMP-0497,Periodo_2025,2,Medio
EMP-0498,Periodo_2023,3,Alto
EMP-0498,Periodo_2024,4,Alto
EMP-0498,Periodo_2025,5,Medio
EMP-0499,Periodo_2023,1,Medio
EMP-0499,Periodo_2024,3,Medio
EMP-0499,Periodo_2025,4,Medio
EMP-0500,Periodo_2023,3,Medio
EMP-0500,Periodo_2024,2,Medio
EMP-0500,Periodo_2025,2,Medio
EMP-0501,Periodo_2023,5,Medio
EMP-0501,Periodo_2024,3,Medio
EMP-0501,Periodo_2025,1,Bajo
EMP-0502,Periodo_2023,3,Bajo
EMP-0502,Periodo_2024,2,Medio
EMP-0502,Periodo_2025,2,Medio
EMP-0503,Periodo_2023,3,Medio
EMP-0503,Periodo_2024,3,Alto
EMP-0503,Periodo_2025,5,Medio
EMP-0504,Periodo_2023,4,Bajo
EMP-0504,Periodo_2024,2,Alto
EMP-0504,Periodo_2025,3,Medio
EMP-0505,Periodo_2023,4,Medio
EMP-0505,Periodo_2024,2,Medio
EMP-0505,Periodo_2025,1,Medio
EMP-0506,Periodo_2023,3,Alto
EMP-0506,Periodo_2024,3,Bajo
EMP-0506,Periodo_2025,1,Medio
EMP-0507,Periodo_2023,5,Medio
EMP-0507,Periodo_2024,4,Medio
EMP-0507,Periodo_2025,3,Alto
EMP-0508,Periodo_2023,1,Medio
EMP-0508,Periodo_2024,1,Alto
EMP-0508,Periodo_2025,4,Alto
EMP-0509,Periodo_2023,3,Bajo
EMP-0509,Periodo_2024,4,Medio
EMP-0509,Periodo_2025,4,Medio
EMP-0510,Periodo_2023,2,Medio
EMP-0510,Periodo_2024,4,Alto
EMP-0510,Periodo_2025,3,Medio
EMP-0511,Periodo_2023,2,Bajo
EMP-0511,Periodo_2024,3,Alto
EMP-0511,Periodo_2025,2,Medio
EMP-0512,Periodo_2023,2,Medio
EMP-0512,Periodo_2024,2,Medio
EMP-0512,Periodo_2025,3,Bajo
EMP-0513,Periodo_2023,2,Medio
EMP-0513,Periodo_2024,2,Bajo
EMP-0513,Periodo_2025,3,Medio
EMP-0514,Periodo_2023,3,Alto
EMP-0514,Periodo_2024,3,Alto
EMP-0514,Periodo_2025,5,Bajo
EMP-0515,Periodo_2023,4,Bajo
EMP-0515,Periodo_2024,3,Alto
EMP-0515,Periodo_2025,5,Medio
EMP-0516,Periodo_2023,2,Medio
EMP-0516,Periodo_2024,3,Medio
EMP-0516,Periodo_2025,5,Medio
EMP-0517,Periodo_2023,3,Bajo
EMP-0517,Periodo_2024,2,Medio
EMP-0517,Periodo_2025,1,Medio
EMP-0518,Periodo_2023,2,Medio
EMP-0518,Periodo_2024,4,Bajo
EMP-0518,Periodo_2025,3,Medio
EMP-0519,Periodo_2023,4,Medio
EMP-0519,Periodo_2024,4,Alto
EMP-0519,Periodo_2025,3,Medio
EMP-0520,Periodo_2023,2,Bajo
EMP-0520,Periodo_2024,3,Alto
EMP-0520,Periodo_2025,3,Medio
EMP-0521,Periodo_2023,2,Alto
EMP-0521,Periodo_2024,3,Medio
EMP-0521,Periodo_2025,4,Medio
EMP-0522,Periodo_2023,2,Medio
EMP-0522,Periodo_2024,5,Alto
EMP-0522,Periodo_2025,2,Medio
EMP-0523,Periodo_2023,2,Medio
EMP-0523,Periodo_2024,4,Medio
EMP-0523,Periodo_2025,4,Medio
EMP-0524,Periodo_2023,4,Alto
EMP-0524,Periodo_2024,2,Medio
EMP-0524,Periodo_2025,2,Alto
EMP-0525,Periodo_2023,3,Alto
EMP-0525,Periodo_2024,3,Bajo
EMP-0525,Periodo_2025,3,Alto
EMP-0526,Periodo_2023,4,Bajo
EMP-0526,Periodo_2024,5,Medio
EMP-0526,Periodo_2025,4,Medio
EMP-0527,Periodo_2023,2,Medio
EMP-0527,Periodo_2024,4,Medio
EMP-0527,Periodo_2025,3,Medio
EMP-0528,Periodo_2023,3,Medio
EMP-0528,Periodo_2024,2,Bajo
EMP-0528,Periodo_2025,1,Medio
EMP-0529,Periodo_2023,4,Medio
EMP-0529,Periodo_2024,2,Bajo
EMP-0529,Periodo_2025,5,Medio
EMP-0530,Periodo_2023,5,Alto
EMP-0530,Periodo_2024,3,Bajo
EMP-0530,Periodo_2025,3,Bajo
EMP-0531,Periodo_2023,3,Medio
EMP-0531,Periodo_2024,4,Medio
EMP-0531,Periodo_2025,3,Medio
EMP-0532,Periodo_2023,2,Medio
EMP-0532,Periodo_2024,4,Medio
EMP-0532,Periodo_2025,3,Medio
EMP-0533,Periodo_2023,2,Medio
EMP-0533,Periodo_2024,5,Bajo
EMP-0533,Periodo_2025,3,Alto
EMP-0534,Periodo_2023,3,Medio
EMP-0534,Periodo_2024,4,Medio
EMP-0534,Periodo_2025,3,Medio
EMP-0535,Periodo_2023,4,Alto
EMP-0535,Periodo_2024,3,Medio
EMP-0535,Periodo_2025,3,Alto
EMP-0536,Periodo_2023,5,Medio
EMP-0536,Periodo_2024,2,Medio
EMP-0536,Periodo_2025,2,Medio
EMP-0537,Periodo_2023,2,Alto
EMP-0537,Periodo_2024,3,Medio
EMP-0537,Periodo_2025,3,Bajo
EMP-0538,Periodo_2023,4,Medio
EMP-0538,Periodo_2024,5,Bajo
EMP-0538,Periodo_2025,3,Medio
EMP-0539,Periodo_2023,1,Medio
EMP-0539,Periodo_2024,3,Medio
EMP-0539,Periodo_2025,3,Medio
EMP-0540,Periodo_2023,5,Medio
EMP-0540,Periodo_2024,3,Medio
EMP-0540,Periodo_2025,3,Bajo
EMP-0541,Periodo_2023,3,Medio
EMP-0541,Periodo_2024,3,Alto
EMP-0541,Periodo_2025,5,Bajo
EMP-0542,Periodo_2023,3,Bajo
EMP-0542,Periodo_2024,3,Bajo
EMP-0542,Periodo_2025,5,Alto
EMP-0543,Periodo_2023,1,Medio
EMP-0543,Periodo_2024,3,Medio
EMP-0543,Periodo_2025,3,Medio
EMP-0544,Periodo_2023,4,Medio
EMP-0544,Periodo_2024,3,Alto
EMP-0544,Periodo_2025,5,Medio
EMP-0545,Periodo_2023,2,Medio
EMP-0545,Periodo_2024,5,Bajo
EMP-0545,Periodo_2025,3,Bajo
EMP-0546,Periodo_2023,4,Alto
EMP-0546,Periodo_2024,3,Medio
EMP-0546,Periodo_2025,5,Bajo
EMP-0547,Periodo_2023,4,Medio
EMP-0547,Periodo_2024,3,Medio
EMP-0547,Periodo_2025,3,Alto
EMP-0548,Periodo_2023,5,Alto
EMP-0548,Periodo_2024,2,Medio
EMP-0548,Periodo_2025,3,Alto
EMP-0549,Periodo_2023,3,Alto
EMP-0549,Periodo_2024,5,Medio
EMP-0549,Periodo_2025,3,Alto
EMP-0550,Periodo_2023,4,Medio
EMP-0550,Periodo_2024,4,Bajo
EMP-0550,Periodo_2025,3,Medio
EMP-0551,Periodo_2023,2,Alto
EMP-0551,Periodo_2024,3,Medio
EMP-0551,Periodo_2025,3,Alto
EMP-0552,Periodo_2023,4,Bajo
EMP-0552,Periodo_2024,5,Medio
EMP-0552,Periodo_2025,3,Medio
EMP-0553,Periodo_2023,5,Alto
EMP-0553,Periodo_2024,3,Medio
EMP-0553,Periodo_2025,3,Medio
EMP-0554,Periodo_2023,3,Medio
EMP-0554,Periodo_2024,3,Medio
EMP-0554,Periodo_2025,3,Medio
EMP-0555,Periodo_2023,3,Alto
EMP-0555,Periodo_2024,2,Medio
EMP-0555,Periodo_2025,3,Bajo
EMP-0556,Periodo_2023,3,Alto
EMP-0556,Periodo_2024,3,Medio
EMP-0556,Periodo_2025,3,Alto
EMP-0557,Periodo_2023,3,Alto
EMP-0557,Periodo_2024,2,Medio
EMP-0557,Periodo_2025,1,Alto
EMP-0558,Periodo_2023,4,Medio
EMP-0558,Periodo_2024,1,Medio
EMP-0558,Periodo_2025,3,Medio
EMP-0559,Periodo_2023,4,Medio
EMP-0559,Periodo_2024,3,Alto
EMP-0559,Periodo_2025,5,Medio
EMP-0560,Periodo_2023,3,Alto
EMP-0560,Periodo_2024,3,Medio
EMP-0560,Periodo_2025,3,Medio
EMP-0561,Periodo_2023,4,Medio
EMP-0561,Periodo_2024,3,Bajo
EMP-0561,Periodo_2025,3,Medio
EMP-0562,Periodo_2023,3,Medio
EMP-0562,Periodo_2024,3,Bajo
EMP-0562,Periodo_2025,3,Medio
EMP-0563,Periodo_2023,2,Bajo
EMP-0563,Periodo_2024,5,Bajo
EMP-0563,Periodo_2025,4,Medio
EMP-0564,Periodo_2023,3,Bajo
EMP-0564,Periodo_2024,4,Bajo
EMP-0564,Periodo_2025,3,Medio
EMP-0565,Periodo_2023,4,Alto
EMP-0565,Periodo_2024,3,Medio
EMP-0565,Periodo_2025,4,Alto
EMP-0566,Periodo_2023,4,Alto
EMP-0566,Periodo_2024,3,Bajo
EMP-0566,Periodo_2025,3,Medio
EMP-0567,Periodo_2023,2,Bajo
EMP-0567,Periodo_2024,2,Medio
EMP-0567,Periodo_2025,1,Bajo
EMP-0568,Periodo_2023,5,Medio
EMP-0568,Periodo_2024,3,Medio
EMP-0568,Periodo_2025,4,Medio
EMP-0569,Periodo_2023,3,Alto
EMP-0569,Periodo_2024,3,Medio
EMP-0569,Periodo_2025,3,Medio
EMP-0570,Periodo_2023,3,Alto
EMP-0570,Periodo_2024,3,Alto
EMP-0570,Periodo_2025,3,Medio
EMP-0571,Periodo_2023,3,Bajo
EMP-0571,Periodo_2024,3,Medio
EMP-0571,Periodo_2025,3,Bajo
EMP-0572,Periodo_2023,3,Bajo
EMP-0572,Periodo_2024,3,Bajo
EMP-0572,Periodo_2025,2,Medio
EMP-0573,Periodo_2023,3,Medio
EMP-0573,Periodo_2024,3,Alto
EMP-0573,Periodo_2025,4,Medio
EMP-0574,Periodo_2023,4,Bajo
EMP-0574,Periodo_2024,1,Alto
EMP-0574,Periodo_2025,3,Medio
EMP-0575,Periodo_2023,3,Medio
EMP-0575,Periodo_2024,3,Medio
EMP-0575,Periodo_2025,5,Medio
EMP-0576,Periodo_2023,3,Medio
EMP-0576,Periodo_2024,1,Medio
EMP-0576,Periodo_2025,5,Alto
EMP-0577,Periodo_2023,4,Medio
EMP-0577,Periodo_2024,3,Alto
EMP-0577,Periodo_2025,3,Alto
EMP-0578,Periodo_2023,4,Medio
EMP-0578,Periodo_2024,4,Medio
EMP-0578,Periodo_2025,3,Medio
EMP-0579,Periodo_2023,4,Medio
EMP-0579,Periodo_2024,3,Medio
EMP-0579,Periodo_2025,3,Medio
EMP-0580,Periodo_2023,3,Medio
EMP-0580,Periodo_2024,2,Bajo
EMP-0580,Periodo_2025,2,Medio
EMP-0581,Periodo_2023,3,Medio
EMP-0581,Periodo_2024,3,Alto
EMP-0581,Periodo_2025,4,Medio
EMP-0582,Periodo_2023,3,Bajo
EMP-0582,Periodo_2024,3,Alto
EMP-0582,Periodo_2025,3,Medio
EMP-0583,Periodo_2023,3,Alto
EMP-0583,Periodo_2024,5,Bajo
EMP-0583,Periodo_2025,4,Bajo
EMP-0584,Periodo_2023,3,Bajo
EMP-0584,Periodo_2024,2,Bajo
EMP-0584,Periodo_2025,5,Alto
EMP-0585,Periodo_2023,2,Medio
EMP-0585,Periodo_2024,3,Medio
EMP-0585,Periodo_2025,4,Bajo
EMP-0586,Periodo_2023,4,Medio
EMP-0586,Periodo_2024,3,Medio
EMP-0586,Periodo_2025,5,Medio
EMP-0587,Periodo_2023,2,Alto
EMP-0587,Periodo_2024,5,Medio
EMP-0587,Periodo_2025,3,Bajo
EMP-0588,Periodo_2023,3,Medio
EMP-0588,Periodo_2024,3,Bajo
EMP-0588,Periodo_2025,3,Medio
EMP-0589,Periodo_2023,4,Medio
EMP-0589,Periodo_2024,3,Medio
EMP-0589,Periodo_2025,3,Alto
EMP-0590,Periodo_2023,3,Bajo
EMP-0590,Periodo_2024,1,Medio
EMP-0590,Periodo_2025,2,Medio
EMP-0591,Periodo_2023,4,Medio
EMP-0591,Periodo_2024,3,Medio
EMP-0591,Periodo_2025,3,Bajo
EMP-0592,Periodo_2023,3,Alto
EMP-0592,Periodo_2024,4,Bajo
EMP-0592,Periodo_2025,3,Medio
EMP-0593,Periodo_2023,3,Medio
EMP-0593,Periodo_2024,2,Alto
EMP-0593,Periodo_2025,2,Bajo
EMP-0594,Periodo_2023,3,Bajo
EMP-0594,Periodo_2024,3,Medio
EMP-0594,Periodo_2025,3,Medio
EMP-0595,Periodo_2023,3,Medio
EMP-0595,Periodo_2024,3,Medio
EMP-0595,Periodo_2025,2,Medio
EMP-0596,Periodo_2023,3,Medio
EMP-0596,Periodo_2024,3,Medio
EMP-0596,Periodo_2025,5,Bajo
EMP-0597,Periodo_2023,4,Medio
EMP-0597,Periodo_2024,3,Medio
EMP-0597,Periodo_2025,4,Medio
EMP-0598,Periodo_2023,4,Bajo
EMP-0598,Periodo_2024,3,Medio
EMP-0598,Periodo_2025,3,Medio
EMP-0599,Periodo_2023,3,Medio
EMP-0599,Periodo_2024,3,Medio
EMP-0599,Periodo_2025,3,Medio
EMP-0600,Periodo_2023,3,Medio
EMP-0600,Periodo_2024,4,Medio
EMP-0600,Periodo_2025,3,Medio
EMP-0601,Periodo_2023,4,Medio
EMP-0601,Periodo_2024,2,Alto
EMP-0601,Periodo_2025,1,Medio
EMP-0602,Periodo_2023,5,Alto
EMP-0602,Periodo_2024,3,Medio
EMP-0602,Periodo_2025,1,Alto
EMP-0603,Periodo_2023,3,Medio
EMP-0603,Periodo_2024,2,Alto
EMP-0603,Periodo_2025,3,Medio
EMP-0604,Periodo_2023,3,Bajo
EMP-0604,Periodo_2024,3,Medio
EMP-0604,Periodo_2025,1,Alto
EMP-0605,Periodo_2023,5,Medio
EMP-0605,Periodo_2024,4,Medio
EMP-0605,Periodo_2025,3,Alto
EMP-0606,Periodo_2023,3,Medio
EMP-0606,Periodo_2024,2,Medio
EMP-0606,Periodo_2025,2,Bajo
EMP-0607,Periodo_2023,3,Medio
EMP-0607,Periodo_2024,1,Bajo
EMP-0607,Periodo_2025,2,Alto
EMP-0608,Periodo_2023,5,Alto
EMP-0608,Periodo_2024,4,Bajo
EMP-0608,Periodo_2025,4,Medio
EMP-0609,Periodo_2023,2,Medio
EMP-0609,Periodo_2024,3,Alto
EMP-0609,Periodo_2025,3,Alto
EMP-0610,Periodo_2023,2,Bajo
EMP-0610,Periodo_2024,4,Bajo
EMP-0610,Periodo_2025,1,Medio
EMP-0611,Periodo_2023,4,Medio
EMP-0611,Periodo_2024,1,Medio
EMP-0611,Periodo_2025,3,Medio
EMP-0612,Periodo_2023,4,Medio
EMP-0612,Periodo_2024,4,Bajo
EMP-0612,Periodo_2025,3,Alto
EMP-0613,Periodo_2023,3,Bajo
EMP-0613,Periodo_2024,5,Medio
EMP-0613,Periodo_2025,4,Bajo
EMP-0614,Periodo_2023,3,Alto
EMP-0614,Periodo_2024,3,Medio
EMP-0614,Periodo_2025,2,Medio
EMP-0615,Periodo_2023,3,Medio
EMP-0615,Periodo_2024,1,Bajo
EMP-0615,Periodo_2025,1,Medio
EMP-0616,Periodo_2023,3,Medio
EMP-0616,Periodo_2024,4,Medio
EMP-0616,Periodo_2025,3,Medio
EMP-0617,Periodo_2023,1,Medio
EMP-0617,Periodo_2024,4,Bajo
EMP-0617,Periodo_2025,1,Medio
EMP-0618,Periodo_2023,3,Medio
EMP-0618,Periodo_2024,3,Alto
EMP-0618,Periodo_2025,3,Medio
EMP-0619,Periodo_2023,3,Medio
EMP-0619,Periodo_2024,3,Alto
EMP-0619,Periodo_2025,4,Medio
EMP-0620,Periodo_2023,2,Medio
EMP-0620,Periodo_2024,3,Alto
EMP-0620,Periodo_2025,3,Medio
EMP-0621,Periodo_2023,4,Bajo
EMP-0621,Periodo_2024,4,Bajo
EMP-0621,Periodo_2025,4,Medio
EMP-0622,Periodo_2023,3,Medio
EMP-0622,Periodo_2024,1,Medio
EMP-0622,Periodo_2025,3,Medio
EMP-0623,Periodo_2023,5,Bajo
EMP-0623,Periodo_2024,3,Medio
EMP-0623,Periodo_2025,2,Medio
EMP-0624,Periodo_2023,2,Medio
EMP-0624,Periodo_2024,2,Medio
EMP-0624,Periodo_2025,4,Bajo
EMP-0625,Periodo_2023,4,Bajo
EMP-0625,Periodo_2024,4,Medio
EMP-0625,Periodo_2025,3,Alto
EMP-0626,Periodo_2023,3,Medio
EMP-0626,Periodo_2024,4,Bajo
EMP-0626,Periodo_2025,3,Alto
EMP-0627,Periodo_2023,3,Bajo
EMP-0627,Periodo_2024,2,Medio
EMP-0627,Periodo_2025,3,Bajo
EMP-0628,Periodo_2023,4,Medio
EMP-0628,Periodo_2024,5,Alto
EMP-0628,Periodo_2025,5,Medio
EMP-0629,Periodo_2023,4,Medio
EMP-0629,Periodo_2024,3,Medio
EMP-0629,Periodo_2025,4,Bajo
EMP-0630,Periodo_2023,3,Medio
EMP-0630,Periodo_2024,4,Alto
EMP-0630,Periodo_2025,2,Medio
EMP-0631,Periodo_2023,5,Medio
EMP-0631,Periodo_2024,4,Bajo
EMP-0631,Periodo_2025,3,Medio
EMP-0632,Periodo_2023,4,Medio
EMP-0632,Periodo_2024,3,Medio
EMP-0632,Periodo_2025,3,Alto
EMP-0633,Periodo_2023,4,Bajo
EMP-0633,Periodo_2024,3,Bajo
EMP-0633,Periodo_2025,1,Medio
EMP-0634,Periodo_2023,2,Bajo
EMP-0634,Periodo_2024,2,Medio
EMP-0634,Periodo_2025,2,Medio
EMP-0635,Periodo_2023,4,Medio
EMP-0635,Periodo_2024,4,Medio
EMP-0635,Periodo_2025,1,Bajo
EMP-0636,Periodo_2023,4,Medio
EMP-0636,Periodo_2024,5,Bajo
EMP-0636,Periodo_2025,2,Bajo
EMP-0637,Periodo_2023,2,Medio
EMP-0637,Periodo_2024,5,Medio
EMP-0637,Periodo_2025,3,Medio
EMP-0638,Periodo_2023,2,Alto
EMP-0638,Periodo_2024,3,Bajo
EMP-0638,Periodo_2025,3,Medio
EMP-0639,Periodo_2023,2,Medio
EMP-0639,Periodo_2024,3,Medio
EMP-0639,Periodo_2025,3,Medio
EMP-0640,Periodo_2023,3,Medio
EMP-0640,Periodo_2024,4,Medio
EMP-0640,Periodo_2025,2,Alto
EMP-0641,Periodo_2023,3,Bajo
EMP-0641,Periodo_2024,2,Medio
EMP-0641,Periodo_2025,2,Alto
EMP-0642,Periodo_2023,4,Alto
EMP-0642,Periodo_2024,3,Medio
EMP-0642,Periodo_2025,5,Medio
EMP-0643,Periodo_2023,2,Medio
EMP-0643,Periodo_2024,4,Bajo
EMP-0643,Periodo_2025,3,Bajo
EMP-0644,Periodo_2023,3,Alto
EMP-0644,Periodo_2024,2,Bajo
EMP-0644,Periodo_2025,3,Medio
EMP-0645,Periodo_2023,3,Medio
EMP-0645,Periodo_2024,5,Medio
EMP-0645,Periodo_2025,3,Medio
EMP-0646,Periodo_2023,3,Bajo
EMP-0646,Periodo_2024,3,Alto
EMP-0646,Periodo_2025,3,Medio
EMP-0647,Periodo_2023,1,Medio
EMP-0647,Periodo_2024,3,Medio
EMP-0647,Periodo_2025,4,Bajo
EMP-0648,Periodo_2023,4,Medio
EMP-0648,Periodo_2024,3,Alto
EMP-0648,Periodo_2025,1,Medio
EMP-0649,Periodo_2023,3,Medio
EMP-0649,Periodo_2024,3,Medio
EMP-0649,Periodo_2025,1,Medio
EMP-0650,Periodo_2023,4,Medio
EMP-0650,Periodo_2024,3,Alto
EMP-0650,Periodo_2025,2,Medio
EMP-0651,Periodo_2023,1,Alto
EMP-0651,Periodo_2024,4,Bajo
EMP-0651,Periodo_2025,3,Alto
EMP-0652,Periodo_2023,2,Medio
EMP-0652,Periodo_2024,3,Medio
EMP-0652,Periodo_2025,1,Medio
EMP-0653,Periodo_2023,3,Alto
EMP-0653,Periodo_2024,2,Medio
EMP-0653,Periodo_2025,1,Bajo
EMP-0654,Periodo_2023,5,Alto
EMP-0654,Periodo_2024,3,Medio
EMP-0654,Periodo_2025,3,Medio
EMP-0655,Periodo_2023,2,Medio
EMP-0655,Periodo_2024,5,Bajo
EMP-0655,Periodo_2025,3,Bajo
EMP-0656,Periodo_2023,2,Medio
EMP-0656,Periodo_2024,3,Alto
EMP-0656,Periodo_2025,3,Medio
EMP-0657,Periodo_2023,3,Medio
EMP-0657,Periodo_2024,1,Medio
EMP-0657,Periodo_2025,4,Bajo
EMP-0658,Periodo_2023,4,Medio
